@relation vowel
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 5, 1, -3.862, 1.801, -0.717, 1.133, -0.23, 0.922, -0.223, 1.264, 0.194, -0.935, 8
0, 5, 1, -3.005, 1.472, -0.716, 0.535, -0.392, 0.054, -0.054, -0.686, -0.29, 0.153, 3
0, 6, 1, -2.21, 0.661, -0.581, 1.139, 0.238, 0.074, -0.625, -0.366, -0.326, 0.557, 2
0, 6, 1, -3.431, -0.5, -0.362, 1.173, 1.59, 0.956, 0.162, -0.853, -0.364, 0.084, 0
0, 6, 1, -2.103, 0.655, -0.84, 1.195, 0.377, 0.135, -0.504, -0.549, -0.404, 0.602, 2
0, 6, 1, -4.341, 3.514, -0.453, -1.047, -0.469, 0.51, 0.618, 0.801, -0.399, -0.777, 7
0, 6, 1, -5.02, 2.551, 0.562, -0.136, 0.531, -0.064, 0.373, 0.631, -1.407, -0.267, 9
0, 6, 1, -2.665, 1.633, -0.384, -0.111, -0.0010, 0.234, 0.033, 0.478, -1.558, 0.219, 10
0, 6, 1, -1.985, 2.161, -0.601, 0.424, -0.295, -0.489, 0.208, -0.216, -0.562, 0.079, 3
0, 6, 1, -2.521, 2.271, -0.277, 0.27, -0.909, 0.274, 0.348, -0.028, -1.177, 0.432, 5
0, 6, 1, -4.247, -0.034, 0.248, 1.372, 1.831, 1.167, 0.087, -0.518, -0.316, 0.347, 0
0, 6, 1, -2.041, 2.119, -0.585, 0.549, -0.43, -0.291, -0.0020, -0.234, -0.751, 0.253, 3
0, 6, 1, -2.64, 2.704, -0.345, -0.23, -1.649, 0.064, 0.275, 0.952, -0.651, -0.571, 4
0, 6, 1, -3.025, 2.711, -0.147, -0.034, -1.34, 0.049, 0.364, 1.099, -1.02, -0.652, 6
0, 6, 1, -4.415, 3.737, -1.313, -0.815, 0.168, 0.59, 0.975, 0.42, -0.825, -0.748, 7
0, 6, 1, -2.452, 0.279, -0.805, 1.141, 0.239, 0.176, -0.104, -0.752, -0.334, 0.731, 2
0, 6, 1, -2.982, 2.001, -0.915, 0.188, 0.035, 0.467, -0.13, -0.689, -0.684, 0.664, 5
0, 7, 1, -4.373, 4.643, -0.792, -1.332, -0.202, 0.597, 0.192, 1.133, -1.131, -0.28, 7
0, 7, 1, -4.468, 4.121, -0.42, -1.197, 0.338, 0.6, -0.11, 0.314, -1.248, -0.012, 8
0, 7, 1, -3.887, 3.172, -0.739, -0.69, -0.548, 0.33, 0.569, 0.98, -1.609, 0.283, 6
0, 7, 1, -4.173, 2.299, -0.298, -0.13, 0.122, 0.319, -0.388, -0.328, -0.48, 0.99, 10
0, 7, 1, -5.131, 2.192, 1.364, 1.936, -0.591, -0.354, -0.677, 0.15, 0.178, 0.38, 0
0, 7, 1, -3.434, 2.26, -1.065, -0.122, -0.795, 0.363, 1.403, -0.507, -0.375, 0.015, 4
0, 7, 1, -4.497, 4.5, -1.446, -1.127, 0.443, 0.986, 0.136, 0.597, -1.087, -0.073, 7
0, 7, 1, -5.011, 4.976, -0.868, -1.215, 0.17, -0.018, 0.543, 0.154, -0.841, 0.707, 9
0, 7, 1, -4.58, 4.116, -0.753, -0.849, 0.516, 0.498, 0.117, 0.181, -1.256, -0.119, 8
0, 7, 1, -5.049, 4.846, -0.678, -0.877, -0.09, 0.0050, 0.253, -0.078, -0.178, 0.131, 9
0, 7, 1, -4.403, 1.409, 0.551, 1.496, 0.673, -0.616, -0.787, -0.382, -0.696, 1.139, 1
0, 7, 1, -4.661, 4.235, -0.497, -1.021, 0.295, 0.457, -0.019, 0.345, -1.355, 0.062, 8
0, 7, 1, -5.04, 5.074, -1.721, -0.264, 0.279, 0.176, 0.0030, -0.609, -0.177, 0.422, 9
0, 7, 1, -3.597, 2.146, -1.492, -0.142, -0.297, 0.815, 0.87, -0.49, -0.471, 0.41, 4
0, 7, 1, -4.651, 4.246, -0.823, -0.831, 0.666, 0.546, -0.3, 0.094, -1.343, 0.185, 8
0, 7, 1, -4.261, 1.827, -0.482, -0.194, 0.731, 0.354, -0.478, 0.05, -0.112, 0.321, 10
1, 8, 0, -2.671, 3.155, -0.514, 0.133, -0.964, 0.234, -0.071, 1.192, 0.254, -0.471, 4
1, 8, 0, -3.835, 3.339, 0.29, -0.126, -1.68, 0.195, -0.368, 1.328, 0.523, 0.861, 7
1, 8, 0, -2.625, 1.551, 0.298, 0.324, -1.05, 0.746, 0.067, 0.603, 0.342, -0.413, 5
1, 8, 0, -4.813, 1.042, 0.887, 1.661, -0.534, 0.747, -0.513, -0.448, -0.412, 1.214, 9
1, 8, 0, -2.484, 0.559, 0.624, 1.951, -0.646, 0.381, -1.106, 0.036, 0.24, 1.291, 6
1, 8, 0, -1.53, 0.029, -0.925, 0.054, -0.565, 1.593, 0.123, 1.117, 0.338, 0.026, 1
1, 8, 0, -1.817, 0.559, -0.801, 0.234, 0.011, 1.215, -0.161, 0.809, 0.018, -0.382, 2
1, 8, 0, -2.889, 1.418, 0.409, 0.61, -1.018, 0.992, 0.0050, 0.518, -0.027, -0.326, 5
1, 9, 0, -1.993, 1.725, -1.13, 0.556, -1.223, 0.485, 0.211, -0.04, -0.294, -0.548, 3
1, 9, 0, -3.73, 1.872, -0.801, 0.555, -0.427, 0.791, 0.196, 0.65, -0.744, -0.372, 10
1, 9, 0, -3.019, 0.058, -1.265, 1.497, 0.171, 1.997, 0.178, 0.847, -1.16, -0.548, 0
1, 9, 0, -4.13, 3.105, -1.141, 0.183, -0.498, 1.324, -0.399, 0.675, -0.339, -0.694, 8
1, 9, 0, -2.973, 0.036, -1.273, 1.519, 0.195, 1.98, 0.131, 0.832, -1.157, -0.547, 0
1, 9, 0, -1.928, 1.578, -0.997, 0.672, -1.287, 0.381, 0.249, 0.0060, -0.167, -0.637, 3
1, 9, 0, -2.561, 2.191, -0.955, 0.214, -0.841, 0.386, -0.083, 0.74, -0.612, -0.196, 5
1, 9, 0, -3.152, 3.176, -1.573, -0.204, -0.485, 0.723, 0.308, 0.652, -0.872, -0.586, 6
1, 9, 0, -4.139, 3.363, -1.464, 0.459, -0.066, 1.045, -0.146, 0.172, -0.124, -0.864, 8
1, 9, 0, -3.731, 1.927, -0.705, 0.453, -0.372, 1.149, 0.046, 0.323, -0.627, -0.331, 10
1, 9, 0, -3.055, 0.088, -1.217, 1.562, 0.186, 2.059, 0.054, 0.639, -1.121, -0.757, 0
1, 9, 0, -3.117, 0.146, -1.228, 1.635, 0.223, 2.026, 0.036, 0.569, -1.15, -0.767, 0
1, 9, 0, -2.029, 0.698, -1.482, 0.813, -0.681, 0.422, 0.016, 0.751, -0.3, -0.237, 2
1, 9, 0, -3.239, 2.916, -1.406, -0.455, -0.454, 1.219, 0.078, 0.383, -0.776, -0.413, 6
1, 9, 0, -4.069, 4.205, -0.614, -0.06, -1.462, 0.476, 0.381, 0.589, 0.405, -0.259, 7
1, 9, 0, -4.235, 3.775, -1.593, 0.814, 0.288, 0.805, -0.566, -0.247, -0.409, -0.556, 8
1, 10, 0, -2.742, 2.729, -0.129, -0.49, -0.573, 0.868, 0.07, 0.771, 0.053, -0.939, 4
1, 10, 0, -2.395, 1.929, -1.496, 0.372, 0.065, 0.0090, 0.149, 0.813, -0.484, -0.672, 3
1, 10, 0, -2.758, 2.839, -0.282, -0.449, -0.485, 0.788, 0.12, 0.792, 0.023, -0.949, 4
1, 10, 0, -2.464, 2.755, -0.975, -0.651, 0.158, 1.047, -0.145, 0.203, 0.246, -0.745, 5
1, 10, 0, -4.617, 3.033, -0.909, 0.604, -0.341, 0.636, 0.294, 0.527, 0.48, -0.558, 9
1, 10, 0, -3.033, 0.7, -1.077, 1.266, 0.196, 1.453, 0.317, 0.947, -0.324, -0.828, 1
1, 10, 0, -3.896, 2.768, -0.816, -0.014, -0.125, 0.168, 0.307, 1.203, 0.246, -0.118, 8
1, 10, 0, -3.047, 1.267, -0.799, 0.507, 0.524, 0.507, 0.044, 0.302, -0.731, -0.431, 2
1, 10, 0, -2.45, 1.993, -1.08, -0.09, 0.367, 0.324, -0.164, 0.684, -0.181, -1.013, 3
1, 11, 0, -2.913, 0.757, -0.819, 1.245, 0.419, 1.17, 0.051, 0.328, -0.96, -0.614, 1
1, 11, 0, -4.019, 3.52, -1.058, -0.2, -0.545, 1.348, 0.351, 0.82, -0.868, -0.434, 8
1, 11, 0, -3.209, 1.85, -0.394, 0.555, 0.425, 0.313, 0.067, 0.077, -0.163, -0.944, 10
1, 11, 0, -2.207, 1.09, -0.627, 0.024, 0.912, 0.662, 0.241, 0.348, -0.702, -0.912, 2
1, 11, 0, -3.265, 1.933, -0.316, 0.602, 0.438, 0.336, 0.048, 0.134, -0.16, -0.991, 10
1, 11, 0, -2.941, 0.71, -0.855, 0.902, 0.635, 0.924, 0.466, 0.01, -0.342, -0.588, 1
1, 11, 0, -2.639, 1.88, -0.389, 0.204, -0.571, 0.094, -0.233, 0.279, 0.426, -0.598, 4
1, 11, 0, -2.458, 1.586, -0.359, 0.376, -0.244, 0.134, -0.163, 0.298, 0.444, -0.711, 5
1, 11, 0, -4.138, 1.128, -0.601, 1.553, -0.019, 2.039, -0.176, 0.262, -0.551, -0.362, 9
1, 11, 0, -2.453, -0.32, -1.368, 1.04, 0.174, 1.985, 0.158, 0.59, -1.318, -0.587, 0
1, 11, 0, -4.052, 3.747, -1.24, -0.299, -0.426, 0.917, 0.517, 0.716, -0.21, -0.125, 7
1, 11, 0, -4.039, 3.506, -0.964, 0.041, -0.4, 0.976, 0.65, 0.659, -0.216, -0.327, 8
1, 11, 0, -4.319, 1.338, -0.549, 1.678, 0.027, 1.922, -0.228, 0.161, -0.47, -0.442, 9
1, 11, 0, -2.318, 1.097, -0.832, 0.26, 0.821, 0.588, 0.402, 0.327, -0.852, -0.773, 2
1, 11, 0, -2.733, 2.026, -0.71, 0.377, -0.774, 0.284, -0.469, 0.693, 0.205, -0.74, 4
1, 11, 0, -2.706, 2.07, -0.691, 0.31, -0.745, 0.266, -0.413, 0.602, 0.36, -0.713, 4
1, 11, 0, -2.855, 1.587, -0.03, 0.202, 0.165, 0.445, 0.207, -0.067, -0.013, -0.712, 5
1, 12, 1, -2.263, 3.344, -1.165, -0.625, -0.159, 0.926, 0.13, -0.33, -0.783, 0.31, 4
1, 12, 1, -4.386, 3.055, 0.075, -0.018, -0.436, 0.566, -0.288, 0.936, -0.577, -1.01, 9
1, 12, 1, -3.067, 2.549, -0.851, 0.505, 0.044, 0.574, -0.377, 0.147, -0.606, 0.189, 10
1, 12, 1, -3.387, 3.286, -0.747, -0.699, -0.9, 0.891, 0.875, 0.46, -0.457, -0.636, 7
1, 12, 1, -3.269, 2.489, -0.76, 0.352, -0.092, 0.432, -0.27, 0.242, -0.523, 0.01, 10
1, 12, 1, -3.972, 3.24, -0.829, 0.069, -0.617, 0.977, 0.532, 0.498, -0.191, -0.91, 8
1, 12, 1, -2.527, -0.926, -0.571, 1.613, 0.628, 1.229, -0.687, -0.808, -0.354, 0.625, 0
1, 12, 1, -2.46, 3.706, -1.304, -0.339, -0.487, 1.125, 0.187, -0.211, -1.068, 0.944, 4
1, 12, 1, -3.396, 3.867, -1.029, -0.603, -0.573, 0.78, 1.209, 0.228, -0.673, -0.562, 7
1, 13, 1, -3.097, 1.385, -0.173, 1.392, -0.613, -0.143, -0.014, -0.565, -0.065, 1.129, 2
1, 13, 1, -3.065, 1.781, -0.915, 0.698, 0.175, 0.662, -0.086, -0.361, -0.774, 0.951, 5
1, 13, 1, -3.318, 3.395, -1.706, 0.753, -0.214, 1.431, -0.0, -0.192, -1.33, 0.03, 6
1, 13, 1, -3.029, 1.747, -0.899, 0.674, -1.046, 0.558, 0.204, -0.155, -0.237, 0.655, 3
1, 13, 1, -2.926, 2.673, -1.242, 0.396, -1.029, 1.548, 0.05, -0.592, -0.331, 0.595, 4
1, 13, 1, -4.045, 2.377, -0.3, 2.002, 0.826, -0.18, -0.768, -0.408, -0.787, 0.156, 9
1, 13, 1, -4.756, 1.197, 1.431, 1.54, 0.262, -0.277, -0.741, 0.075, -0.26, 0.876, 0
1, 13, 1, -3.999, 2.138, 0.295, 1.086, 0.699, -0.127, -0.634, -0.4, -0.505, 0.856, 1
1, 13, 1, -3.847, 4.268, -1.521, -0.465, -0.23, 1.067, -0.02, 0.0050, -0.577, -0.509, 7
1, 13, 1, -3.554, 3.386, -1.703, 0.555, -0.072, 1.073, 0.237, -0.625, -1.067, -0.176, 6
1, 13, 1, -3.456, 2.027, -0.862, 0.887, 0.281, 0.435, -0.307, -0.387, -0.6, 0.725, 5
1, 13, 1, -3.591, 2.78, -0.301, 0.812, -0.0080, -0.019, -0.268, -0.564, -0.788, 0.948, 10
1, 14, 1, -3.441, 1.975, -0.395, 1.024, -0.052, -0.167, -0.445, 0.168, -0.684, 1.04, 2
1, 14, 1, -3.634, 3.589, -1.075, -0.709, 0.058, 1.051, 0.878, 0.627, -0.111, -0.437, 7
1, 14, 1, -2.643, 2.021, -1.265, 0.759, -0.442, 0.159, -0.032, -0.145, -0.164, 0.86, 3
1, 14, 1, -3.946, 2.545, 0.447, -0.0010, 0.043, 0.788, -0.102, 0.68, -0.637, -0.545, 8
1, 14, 1, -4.145, 2.739, -0.115, 0.907, 0.669, 0.478, -1.183, -0.24, -0.887, -0.365, 9
1, 14, 1, -2.71, 1.943, -1.247, 0.772, -0.345, 0.107, -0.062, 0.04, -0.322, 1.018, 3
1, 14, 1, -2.904, 2.741, -1.123, 0.014, 0.071, 0.654, 0.212, -0.454, -0.815, 0.752, 5
1, 14, 1, -3.176, 2.997, -1.098, -0.371, -0.418, 1.318, 0.48, 0.472, -0.814, 0.106, 6
1, 14, 1, -3.5, 0.068, 0.533, 1.876, 0.363, 0.542, -0.982, -0.671, -1.006, 1.101, 0
1, 14, 1, -3.62, 1.066, 0.158, 1.393, 0.879, 1.02, -0.09, 0.087, -1.333, 0.585, 1
1, 14, 1, -3.468, 1.81, -0.39, 1.55, -0.084, -0.0080, -0.482, -0.231, -0.724, 0.967, 2
1, 14, 1, -2.795, 1.957, -1.259, 0.79, -0.274, 0.078, -0.114, 0.0050, -0.309, 1.142, 3
1, 14, 1, -3.002, 2.944, -1.379, -0.188, -0.131, 0.957, 0.346, -0.392, -0.711, 0.617, 4
1, 14, 1, -2.924, 2.731, -1.138, 0.066, 0.1, 0.683, 0.162, -0.399, -0.882, 0.827, 5
1, 14, 1, -3.239, 3.083, -1.427, -0.202, -0.282, 1.421, 0.576, 0.068, -0.914, 0.147, 6
1, 14, 1, -3.753, 3.605, -0.899, -0.747, -0.401, 1.765, 0.62, 0.754, -0.835, -0.301, 7
1, 14, 1, -3.98, 2.459, 0.068, 0.023, 0.237, 1.029, -0.189, 0.521, -0.773, -0.5, 8
1, 14, 1, -4.264, 2.925, 0.065, 0.794, 0.323, 0.515, -1.282, -0.14, -0.863, -0.39, 9
1, 14, 1, -3.291, 2.324, -0.679, 0.285, 0.441, 0.557, -0.227, 0.115, -1.046, 0.697, 10
