@relation vowel
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 1, 0, -3.902, 3.586, 0.334, -0.669, -1.087, 0.255, 0.461, 0.812, -0.185, 0.535, 7
0, 1, 0, -4.65, 2.455, 0.013, 0.681, -0.8, 1.434, 0.126, 0.036, 0.382, 0.278, 9
0, 1, 0, -3.03, 1.185, 0.314, -0.121, -0.591, 0.965, 0.353, -0.137, -0.221, 0.075, 10
0, 1, 0, -4.473, 0.373, 0.858, 0.919, 0.778, 1.272, 0.653, -0.216, -0.891, -0.627, 0
0, 1, 0, -2.7, 2.83, -0.389, 0.032, -0.958, 0.44, -0.168, 0.519, 0.169, -0.525, 4
0, 1, 0, -3.054, 3.104, -0.513, -0.085, -0.952, 0.299, -0.269, 0.459, 0.892, -0.308, 6
0, 1, 0, -2.385, 1.241, 0.272, -0.04, -0.692, 0.16, -0.061, -0.189, 0.744, 0.088, 5
0, 1, 0, -4.16, 3.329, 0.275, 0.394, -1.287, 0.693, 0.483, 0.121, 0.286, 0.153, 8
0, 1, 0, -3.082, 1.633, -0.118, -0.147, -0.484, 1.176, -0.086, -0.072, 0.086, -0.564, 10
0, 1, 0, -2.441, 0.191, -0.814, 0.255, 0.411, 1.636, 0.395, 0.761, -0.0050, -0.564, 1
0, 1, 0, -3.065, 3.139, -0.461, -0.221, -0.759, -0.045, 0.068, 0.274, 0.999, -0.331, 6
0, 1, 0, -4.944, 3.325, 0.015, 0.079, -0.593, 1.047, 0.337, 0.296, -0.453, 0.371, 9
0, 2, 0, -2.125, 1.952, -0.415, 1.458, -0.985, 0.52, -0.344, 1.249, -0.37, 0.145, 5
0, 2, 0, -1.012, 0.516, -2.041, 0.32, -0.634, 1.969, 0.041, 1.414, -0.687, 0.047, 1
0, 2, 0, -1.501, 0.847, -1.619, 0.92, -0.488, 1.616, -0.161, 1.127, -0.613, -0.051, 2
0, 2, 0, -1.674, 1.711, -1.04, 1.136, -0.869, 1.036, -0.157, 0.946, -0.361, 0.02, 3
0, 2, 0, -0.941, 0.539, -2.02, 0.314, -0.679, 1.897, 0.028, 1.504, -0.632, 0.111, 1
0, 2, 0, -2.176, 1.952, -0.144, 1.659, -1.128, 0.28, -0.658, 1.346, 0.0080, 0.505, 4
0, 2, 0, -3.549, 1.905, -0.509, 1.963, -1.2, 0.847, -0.157, 0.842, 0.625, -0.586, 8
0, 2, 0, -1.123, 0.415, -1.954, 0.563, -0.465, 1.983, 0.027, 1.614, -0.568, 0.0070, 1
0, 2, 0, -3.693, 3.067, -0.273, 1.619, -1.905, 0.045, 0.0060, 1.347, 0.346, 0.36, 7
0, 2, 0, -1.804, 1.556, -0.803, 1.388, -0.989, 0.751, -0.029, 0.963, -0.228, 0.297, 5
0, 2, 0, -3.425, 1.724, -0.638, 1.573, -1.041, 1.204, -0.124, 1.258, 0.548, -0.507, 8
0, 3, 0, -1.548, -0.4, -1.659, 0.244, -0.101, 1.562, 0.551, 1.248, 0.129, -0.456, 0
0, 3, 0, -2.464, 1.968, 0.026, 0.078, -0.542, 0.074, 0.051, 0.596, 0.26, -0.437, 5
0, 3, 0, -2.439, 0.789, 0.082, 0.242, -0.693, 0.595, -0.353, 0.702, 0.413, 0.098, 10
0, 3, 0, -3.24, 1.749, 0.959, 1.071, -1.188, 0.018, -1.024, 0.664, 1.007, 0.443, 6
0, 3, 0, -3.565, 1.363, 0.958, 1.976, -1.268, 0.091, -1.363, 0.72, 0.738, 1.145, 7
0, 3, 0, -3.198, 1.373, 0.392, 0.423, -1.203, 0.656, -0.428, 0.994, 0.576, 0.865, 8
0, 3, 0, -1.764, 0.888, -1.001, 0.197, 0.3, 0.66, 0.159, 0.557, -0.301, -0.65, 2
0, 3, 0, -4.066, 1.05, -0.049, 0.458, -0.357, 1.331, -0.129, 0.848, 0.509, 0.317, 9
0, 3, 0, -2.475, 1.498, 0.864, 0.397, -1.17, -0.234, -0.388, 0.825, 0.16, 0.057, 4
0, 3, 0, -2.052, 1.483, -0.488, 0.041, -0.131, 0.273, -0.112, -0.064, 0.307, -0.8, 3
0, 3, 0, -2.507, 1.528, 0.852, 0.331, -1.231, -0.259, -0.265, 0.856, 0.07, 0.069, 4
0, 3, 0, -3.145, 0.863, 0.416, 0.699, -1.378, 0.892, 0.02, 0.89, 0.221, 0.834, 8
0, 3, 0, -2.076, 1.413, -0.584, 0.19, -0.35, 0.518, -0.406, 0.313, 0.027, -0.724, 3
0, 3, 0, -3.482, 1.127, 0.899, 1.993, -1.385, -0.05, -1.273, 0.647, 0.844, 1.044, 7
0, 4, 1, -2.611, 0.434, 0.231, 1.343, 0.323, -0.378, -0.618, -0.219, -0.285, 0.347, 2
0, 4, 1, -1.566, 0.93, -0.181, -0.155, -0.164, -0.277, 0.144, -0.047, -0.694, 0.282, 3
0, 4, 1, -3.224, 0.487, 0.822, 1.324, 0.753, 0.352, -0.976, -0.562, -0.489, 0.172, 1
0, 4, 1, -2.923, 0.919, -0.231, -0.307, 0.075, 0.265, 0.403, 0.691, -1.012, -0.157, 10
0, 4, 1, -3.128, 0.28, 0.955, 1.264, 0.753, 0.437, -0.841, -0.517, -0.473, 0.0, 1
0, 4, 1, -4.068, 2.566, -0.068, -0.152, 0.126, 0.548, 0.453, 0.577, -0.543, -0.896, 8
0, 4, 1, -4.314, 2.322, 0.58, 0.279, 0.702, 0.532, -0.068, 0.814, -0.917, -1.109, 9
0, 4, 1, -3.02, 1.033, -0.238, -0.286, 0.088, 0.235, 0.372, 0.563, -1.027, -0.151, 10
0, 4, 1, -3.249, 1.042, 0.589, 1.408, 0.023, -0.821, -0.581, 0.031, 0.068, 0.325, 2
0, 4, 1, -2.986, 2.072, -0.311, -0.083, -0.878, 0.449, 0.916, 0.082, -0.905, -0.109, 4
0, 4, 1, -3.682, 3.672, 0.041, -0.508, -0.905, 0.028, 0.492, 0.654, -0.722, -0.318, 6
0, 4, 1, -3.253, 1.025, -0.286, 0.713, -0.036, 0.539, 0.476, -0.116, -0.945, -0.108, 5
0, 5, 1, -2.493, 1.382, -0.929, 0.465, -0.369, 0.0020, 0.187, -0.696, -0.31, 0.348, 3
0, 5, 1, -3.268, -0.079, -0.693, 0.763, 1.043, 1.194, 0.892, -1.293, -1.033, 0.199, 0
0, 5, 1, -2.693, 0.771, -0.87, 1.341, 0.317, 0.925, -0.328, -0.169, -0.936, 0.399, 2
0, 5, 1, -4.228, 3.111, -0.38, 1.16, -1.188, -0.362, 0.516, 0.507, 0.669, -0.074, 7
0, 5, 1, -2.859, 2.255, -0.676, 0.098, -1.086, 0.041, 0.732, 0.305, -0.141, -0.636, 4
0, 5, 1, -3.775, 2.188, -1.017, 0.687, -0.464, 1.189, -0.157, 1.673, -0.024, -1.144, 8
0, 5, 1, -3.046, 1.462, -0.823, 0.935, -0.44, 0.849, 0.085, 0.865, -0.178, -0.954, 10
0, 5, 1, -2.846, 2.43, -0.78, -0.153, -0.905, 0.24, 0.746, 0.14, -0.114, -0.746, 4
0, 5, 1, -4.788, 3.632, -0.71, 0.3, 0.366, -0.121, 0.403, -0.016, 0.124, -1.32, 9
0, 5, 1, -4.836, 3.871, -0.684, 0.182, 0.349, -0.176, 0.317, 0.059, -0.024, -1.13, 9
0, 5, 1, -3.858, 0.115, 0.05, 1.17, 0.975, 0.703, 0.585, -1.191, -1.172, -0.076, 0
0, 5, 1, -2.952, 0.777, -0.74, 1.311, 0.424, 0.853, -0.319, -0.082, -1.456, 0.616, 2
0, 5, 1, -2.906, 1.102, -0.491, 0.575, -0.386, 0.771, -0.134, 0.977, -0.54, -0.604, 5
0, 5, 1, -3.846, 1.426, -0.607, 1.434, -0.072, 1.13, -0.535, 1.159, -0.123, -0.385, 8
0, 5, 1, -2.98, 1.29, -0.842, 0.955, -0.491, 0.572, 0.267, 0.692, 0.084, -1.1, 10
0, 6, 1, -2.569, -0.11, -0.841, 0.732, 1.112, 0.961, -0.075, 0.148, -0.893, 0.314, 1
0, 6, 1, -2.335, 2.896, -0.295, -0.42, -0.645, 0.351, 0.12, 0.447, -1.126, 0.11, 5
0, 6, 1, -2.715, 2.325, 0.701, 0.239, -1.426, -0.218, -0.317, 1.516, -0.162, -0.703, 6
0, 6, 1, -2.889, -0.039, -0.494, 0.719, 1.104, 1.003, -0.415, 0.097, -0.855, 0.356, 1
0, 6, 1, -2.282, 0.673, -0.798, 1.286, 0.308, 0.01, -0.411, -0.61, -0.266, 0.584, 2
0, 6, 1, -4.384, 3.721, -0.905, -0.965, -0.16, 0.498, 0.809, 0.66, -0.613, -0.831, 7
0, 6, 1, -2.812, 1.954, -0.661, 0.109, -0.011, 0.11, 0.187, 0.096, -1.538, 0.592, 10
0, 6, 1, -2.922, 2.621, 0.214, 0.122, -1.477, -0.173, 0.045, 1.38, -0.635, -0.757, 6
0, 6, 1, -2.729, 2.104, -0.505, 0.138, -0.533, 0.455, 0.148, -0.407, -1.059, 0.625, 5
0, 6, 1, -2.907, 1.992, -0.904, 0.205, 0.011, 0.346, -0.031, -0.148, -1.262, 0.487, 10
0, 6, 1, -4.403, 3.602, -0.945, -0.934, 0.041, 0.409, 1.003, 0.47, -0.477, -0.621, 7
0, 6, 1, -4.2, 2.201, -0.31, -0.392, 0.968, 0.7, -0.328, 0.129, -0.896, 0.15, 8
0, 6, 1, -5.211, 2.544, 0.82, -0.333, 0.447, 0.226, 0.127, 0.89, -1.389, -0.304, 9
0, 6, 1, -2.752, 1.778, -0.718, 0.057, -0.0090, 0.402, 0.121, 0.05, -1.435, 0.281, 10
0, 7, 1, -3.494, 1.207, -0.607, 0.242, -0.43, 0.131, 0.236, 0.545, -0.593, 0.678, 3
0, 7, 1, -2.813, 2.327, -1.246, -0.184, -0.755, 0.491, 1.202, -0.558, -0.669, 0.054, 4
0, 7, 1, -3.133, 1.983, -1.398, 0.254, -0.667, 0.532, 0.389, -0.178, -0.584, 0.844, 5
0, 7, 1, -4.125, 2.3, -0.167, -0.27, 0.103, 0.32, -0.467, -0.254, -0.415, 0.863, 10
0, 7, 1, -3.961, 1.078, 0.11, 1.232, 0.21, -0.67, -0.536, -0.33, -0.268, 1.098, 2
0, 7, 1, -4.474, 4.569, -1.069, -1.409, 0.137, 1.049, 0.071, 0.877, -1.355, -0.167, 7
0, 7, 1, -3.631, 1.195, -0.719, 0.13, -0.065, 0.348, -0.061, 0.555, -0.594, 0.806, 3
0, 7, 1, -4.475, 4.064, -0.927, -0.678, 0.599, 0.445, 0.224, 0.103, -1.336, -0.192, 8
0, 7, 1, -3.828, 2.367, -0.836, -0.343, -0.466, 0.116, 1.172, -0.175, -0.275, 0.117, 4
0, 7, 1, -3.949, 2.99, -0.643, -0.986, -0.175, 0.768, 0.249, 0.803, -1.479, 0.168, 6
0, 7, 1, -4.316, 1.272, -0.087, 1.285, 0.126, -0.128, -0.286, -0.463, -0.294, 0.691, 2
0, 7, 1, -3.894, 2.91, -0.968, -0.671, -0.131, 0.519, 0.591, 0.708, -1.515, 0.121, 6
0, 7, 1, -5.105, 1.968, 1.14, 1.719, -0.443, -0.432, -0.969, -0.173, 0.551, 0.176, 0
1, 8, 0, -1.149, -0.904, -1.988, 0.739, -0.06, 1.206, 0.864, 1.196, -0.3, -0.467, 0
1, 8, 0, -3.839, 1.248, 0.83, 0.982, -1.11, 0.617, -0.751, 0.084, 0.309, 1.125, 8
1, 8, 0, -2.696, 3.129, -0.52, 0.294, -0.989, 0.019, -0.066, 1.106, 0.361, -0.396, 4
1, 8, 0, -2.592, 1.617, 0.267, 0.38, -0.777, 0.487, -0.206, 0.733, 0.592, -0.403, 5
1, 8, 0, -3.915, 2.158, 0.781, 0.643, -1.023, 0.598, -0.718, 0.274, 0.376, 0.77, 8
1, 8, 0, -2.982, 0.522, -0.1, 0.362, -0.66, 1.115, -0.305, 0.859, 0.637, 0.344, 10
1, 8, 0, -1.784, -1.074, -1.661, 1.324, 0.289, 1.303, 0.924, 1.307, -0.346, -0.521, 0
1, 8, 0, -1.89, 0.207, -1.161, 0.027, -0.047, 1.581, 0.277, 1.129, 0.366, -0.25, 1
1, 8, 0, -2.677, 0.486, -0.061, 0.517, 0.222, 1.102, -0.425, -0.096, -0.373, -0.484, 2
1, 8, 0, -2.698, -1.027, -0.94, 1.796, 0.392, 1.33, 0.866, 0.781, -0.838, -0.663, 0
1, 8, 0, -1.358, 0.136, -1.082, -0.148, -0.609, 1.464, 0.144, 1.149, 0.481, 0.119, 1
1, 8, 0, -4.717, 0.829, 0.853, 1.98, -0.546, 0.688, -0.434, -0.424, -0.636, 1.245, 9
1, 8, 0, -3.038, 2.475, 0.024, 0.508, -0.737, -0.102, -0.358, 0.706, 0.6, -0.209, 4
1, 8, 0, -2.71, 0.809, 0.754, 1.903, -0.764, 0.378, -1.123, 0.162, 0.405, 1.163, 6
1, 8, 0, -4.683, 0.773, 0.888, 2.302, -0.562, 0.395, -0.401, -0.289, -0.839, 1.165, 9
1, 8, 0, -3.947, 2.102, 0.305, 0.462, -0.765, 1.037, -0.618, 0.741, 0.345, 0.269, 8
1, 8, 0, -3.366, 1.952, -0.898, 0.258, 0.282, 0.835, 0.29, 0.681, 0.431, -0.461, 10
1, 9, 0, -3.137, 0.077, -1.157, 1.589, 0.204, 1.898, 0.17, 0.676, -1.033, -0.635, 0
1, 9, 0, -2.045, 0.819, -1.46, 0.652, -0.701, 0.352, -0.087, 0.793, -0.567, -0.013, 2
1, 9, 0, -3.7, 1.841, -0.675, 0.441, -0.383, 0.89, 0.176, 0.594, -0.677, -0.408, 10
1, 9, 0, -3.587, 1.193, -0.617, 1.34, -0.022, 1.103, -0.072, 0.368, -0.854, -0.767, 1
1, 9, 0, -3.19, 3.101, -1.659, -0.182, -0.436, 0.828, 0.272, 0.502, -0.857, -0.516, 6
1, 9, 0, -4.174, 3.54, -1.43, 0.417, 0.267, 0.918, -0.118, -0.267, -0.162, -0.71, 8
1, 9, 0, -3.871, 1.694, -0.606, 1.428, 0.044, 0.844, -0.013, 0.126, -1.218, -0.553, 1
1, 9, 0, -2.937, 2.183, -1.291, 0.355, -0.372, 0.57, 0.045, 0.452, -0.705, -0.263, 5
1, 10, 0, -2.434, 2.903, -1.341, -0.411, 0.372, 0.843, -0.022, 0.336, 0.123, -0.747, 5
1, 10, 0, -4.611, 2.962, -0.856, 1.161, -0.612, 0.469, 0.162, 0.705, 0.37, -0.916, 9
1, 10, 0, -3.034, 0.694, -1.007, 1.453, 0.155, 1.48, 0.179, 1.005, -0.54, -0.563, 1
1, 10, 0, -3.045, 3.312, 0.171, -0.605, -1.027, 0.924, 0.353, 0.897, 0.365, -0.871, 6
1, 10, 0, -2.6, 1.219, -1.315, 0.589, 0.311, 0.364, 0.451, 0.35, -0.556, -0.314, 2
1, 10, 0, -2.7, 2.686, -0.043, -0.528, -0.626, 0.917, 0.167, 0.652, 0.1, -0.937, 4
1, 10, 0, -2.969, 3.128, 0.504, -0.487, -1.371, 0.704, 0.66, 0.676, 0.469, -0.525, 6
1, 10, 0, -3.878, 3.816, -0.155, -0.668, -1.207, 0.541, 0.022, 1.972, -0.029, -0.29, 7
1, 10, 0, -2.951, 2.64, 0.832, -0.387, -1.502, 0.272, 0.756, 0.538, 0.616, -0.399, 6
1, 10, 0, -4.083, 2.315, -0.375, 0.52, -0.019, -0.211, -0.172, 1.054, 0.387, 0.168, 8
1, 10, 0, -4.805, 3.228, -0.501, 0.602, -0.532, 0.745, 0.09, 0.445, 0.756, -0.42, 9
1, 10, 0, -2.544, 2.725, -0.067, -0.787, -0.903, 0.97, 0.524, 0.32, 0.283, -0.822, 4
1, 10, 0, -4.122, 3.177, 0.529, -0.176, -1.307, 0.132, -0.279, 1.353, 0.458, -0.0090, 7
1, 11, 0, -2.101, 1.502, -0.322, -0.363, 0.026, 0.116, 0.162, -0.074, -0.106, -0.397, 3
1, 11, 0, -4.022, 0.941, -0.623, 1.461, 0.02, 1.904, -0.074, 0.464, -0.541, -0.211, 9
1, 11, 0, -2.377, -0.266, -1.371, 1.09, 0.24, 1.843, 0.107, 0.702, -1.256, -0.62, 0
1, 11, 0, -3.911, 3.703, -1.965, 0.132, -0.209, 0.929, 0.811, 0.495, -0.142, -0.519, 7
1, 11, 0, -2.382, -0.294, -1.397, 1.051, 0.211, 1.901, 0.151, 0.654, -1.286, -0.609, 0
1, 11, 0, -2.162, 1.533, -0.267, -0.287, -0.026, 0.122, 0.168, -0.024, -0.268, -0.27, 3
1, 11, 0, -3.977, 3.684, -1.242, -0.364, -0.217, 0.594, 0.759, 0.6, 0.069, -0.25, 7
1, 11, 0, -3.242, 1.802, -0.482, 0.699, 0.424, 0.337, 0.115, 0.272, -0.205, -1.074, 10
1, 11, 0, -2.289, 1.106, -0.816, 0.228, 0.867, 0.616, 0.338, 0.298, -0.843, -0.832, 2
1, 11, 0, -2.58, 1.608, -0.311, 0.273, -0.148, 0.262, -0.062, 0.167, 0.337, -0.692, 5
1, 11, 0, -3.311, 2.946, -0.808, -0.3, -0.457, 0.324, 0.515, 0.149, 0.533, -0.718, 6
1, 11, 0, -4.142, 3.454, -0.653, 0.271, -0.598, 0.793, 0.563, 0.52, -0.118, -0.33, 8
1, 11, 0, -3.407, 1.821, -0.675, 0.765, 0.256, 0.469, -0.09, 0.322, -0.387, -0.968, 10
1, 11, 0, -2.104, 1.6, -0.297, -0.071, -0.172, 0.285, 0.152, -0.089, -0.296, -0.37, 3
1, 11, 0, -3.339, 3.011, -1.264, -0.343, -0.119, 0.498, 0.589, 0.078, 0.221, -0.822, 6
1, 12, 1, -2.814, 1.515, -0.088, 0.597, -0.033, -0.29, -0.445, 0.113, -0.136, 0.662, 2
1, 12, 1, -2.027, 2.157, -0.297, -0.211, -0.266, 0.086, -0.176, -0.179, -0.283, 0.292, 3
1, 12, 1, -2.594, 2.584, -0.37, -0.524, -0.177, 0.515, -0.137, 0.095, -0.731, 0.072, 5
1, 12, 1, -3.44, 3.203, -0.698, -0.86, -0.542, 1.503, 0.922, 0.467, -0.183, -0.919, 7
1, 12, 1, -1.948, 2.143, -0.068, -0.211, -0.238, 0.263, -0.27, -0.238, -0.342, 0.147, 3
1, 12, 1, -3.356, 3.236, -0.653, -0.9, -0.661, 1.43, 0.901, 0.395, -0.139, -0.726, 7
1, 12, 1, -3.189, 2.62, -0.833, 0.45, 0.0090, 0.444, -0.348, 0.126, -0.614, 0.081, 10
1, 12, 1, -3.49, -0.474, 0.187, 1.747, 0.733, 1.307, -0.816, -0.787, -0.222, 0.41, 0
1, 12, 1, -4.299, 2.775, 0.244, 0.177, -0.436, 0.261, -0.308, 1.175, -0.227, -1.115, 9
1, 12, 1, -2.852, -0.805, -0.313, 1.565, 0.688, 1.467, -0.664, -0.916, -0.279, 0.489, 0
1, 12, 1, -2.021, 2.493, -0.416, -0.116, 0.094, -0.033, -0.4, -0.08, -0.136, 0.069, 3
1, 12, 1, -3.39, 3.422, -0.718, -0.667, -0.871, 0.788, 0.959, 0.555, -0.482, -0.724, 7
1, 12, 1, -4.513, 3.08, 0.068, 0.05, -0.484, 0.341, -0.257, 1.302, -0.517, -1.057, 9
1, 12, 1, -3.498, 1.669, 0.076, 1.53, 0.38, -0.135, -0.814, -0.208, -0.307, 1.053, 1
1, 12, 1, -2.026, 2.433, -0.411, 0.064, 0.223, -0.027, -0.424, -0.0090, -0.305, 0.345, 3
1, 12, 1, -3.905, 3.147, -1.259, 0.304, -0.216, 1.055, 0.578, 0.353, -0.517, -0.871, 8
1, 13, 1, -4.013, 2.101, 0.295, 1.292, 0.45, -0.024, -0.565, -0.588, -0.343, 0.695, 1
1, 13, 1, -3.206, 1.899, -0.933, 0.733, 0.261, 0.565, -0.225, -0.339, -0.677, 0.765, 5
1, 13, 1, -4.763, 1.305, 1.231, 1.548, 0.308, -0.152, -0.792, -0.124, -0.107, 0.885, 0
1, 13, 1, -3.194, 1.589, -0.774, 0.814, -1.087, 0.618, 0.218, -0.45, -0.0030, 0.526, 3
1, 13, 1, -2.928, 2.83, -1.361, 0.323, -0.739, 1.431, 0.0020, -0.172, -0.939, 0.607, 4
1, 13, 1, -3.838, 4.252, -1.621, -0.219, -0.281, 0.856, 0.154, 0.133, -0.92, -0.454, 7
1, 13, 1, -3.857, 2.133, -0.58, 0.996, 0.502, 0.65, -0.283, -0.468, -0.983, 0.613, 8
1, 13, 1, -3.004, 1.09, -0.328, 1.652, -0.679, 0.287, -0.297, -0.695, -0.145, 0.71, 2
1, 13, 1, -3.567, 2.081, -0.579, 0.845, 0.126, 0.381, -0.179, -0.51, -0.846, 0.987, 5
1, 13, 1, -3.792, 4.29, -1.531, -0.125, -0.312, 0.624, 0.324, -0.053, -0.942, -0.301, 7
1, 14, 1, -3.811, 2.123, 0.278, 1.552, 0.754, 0.492, -0.584, -0.433, -0.988, 0.652, 1
1, 14, 1, -2.584, 2.091, -1.451, 0.889, -0.464, 0.285, -0.213, -0.245, -0.138, 1.206, 3
1, 14, 1, -3.836, 0.508, 0.645, 1.721, 0.28, 0.303, -0.911, -0.592, -0.631, 1.023, 0
1, 14, 1, -3.074, 3.062, -1.47, -0.379, 0.233, 0.789, -0.099, -0.135, -0.395, 0.572, 4
1, 14, 1, -4.049, 2.223, -0.076, 0.928, 0.692, 0.731, -0.931, -0.141, -1.087, -0.584, 9
1, 14, 1, -3.052, 3.059, -1.668, -0.208, 0.466, 0.724, -0.237, -0.175, -0.315, 0.411, 4
1, 14, 1, -4.094, 2.499, -0.149, 1.017, 0.683, 0.536, -1.023, -0.127, -1.142, -0.421, 9
1, 14, 1, -3.572, 0.228, 0.52, 1.791, 0.382, 0.573, -0.961, -0.74, -0.936, 1.007, 0
1, 14, 1, -3.584, 1.252, -0.062, 1.646, 0.787, 1.134, 0.096, -0.292, -1.133, 0.472, 1
1, 14, 1, -3.05, 3.055, -1.598, -0.12, 0.144, 0.757, 0.119, -0.397, -0.396, 0.477, 4
1, 14, 1, -3.095, 2.851, -0.816, -0.396, -0.603, 1.09, 0.567, 0.743, -0.677, 0.052, 6
1, 14, 1, -3.018, 3.014, -1.486, -0.105, -0.131, 0.929, 0.226, -0.463, -0.555, 0.598, 4
