@relation movement_libras
@attribute 1st_coordinate_abcissa real [0.090909, 0.9323]
@attribute 1st_coordinate_ordinate real [0.14815, 0.88657]
@attribute 2st_coordinate_abcissa real [0.085106, 0.93037]
@attribute 2st_coordinate_ordinate real [0.14815, 0.88889]
@attribute 3st_coordinate_abcissa real [0.085106, 0.9323]
@attribute 3st_coordinate_ordinate real [0.14815, 0.88426]
@attribute 4st_coordinate_abcissa real [0.088975, 0.9323]
@attribute 4st_coordinate_ordinate real [0.14583, 0.88194]
@attribute 5st_coordinate_abcissa real [0.092843, 0.9323]
@attribute 5st_coordinate_ordinate real [0.14583, 0.875]
@attribute 6st_coordinate_abcissa real [0.10058, 0.9323]
@attribute 6st_coordinate_ordinate real [0.14352, 0.875]
@attribute 7st_coordinate_abcissa real [0.10445, 0.93424]
@attribute 7st_coordinate_ordinate real [0.14352, 0.87037]
@attribute 8st_coordinate_abcissa real [0.11025, 0.94197]
@attribute 8st_coordinate_ordinate real [0.1412, 0.86343]
@attribute 9st_coordinate_abcissa real [0.11992, 0.94391]
@attribute 9st_coordinate_ordinate real [0.1412, 0.86343]
@attribute 10st_coordinate_abcissa real [0.12766, 0.94391]
@attribute 10st_coordinate_ordinate real [0.13657, 0.86111]
@attribute 11st_coordinate_abcissa real [0.13153, 0.94197]
@attribute 11st_coordinate_ordinate real [0.13657, 0.84722]
@attribute 12st_coordinate_abcissa real [0.10638, 0.94197]
@attribute 12st_coordinate_ordinate real [0.13426, 0.84028]
@attribute 13st_coordinate_abcissa real [0.040619, 0.9381]
@attribute 13st_coordinate_ordinate real [0.092593, 1.0]
@attribute 14st_coordinate_abcissa real [0.015474, 0.9265]
@attribute 14st_coordinate_ordinate real [0.018519, 0.84028]
@attribute 15st_coordinate_abcissa real [0.017408, 0.91489]
@attribute 15st_coordinate_ordinate real [0.018519, 0.84028]
@attribute 16st_coordinate_abcissa real [0.023211, 0.91103]
@attribute 16st_coordinate_ordinate real [0.0625, 0.84028]
@attribute 17st_coordinate_abcissa real [0.052224, 0.88781]
@attribute 17st_coordinate_ordinate real [0.12269, 0.84028]
@attribute 18st_coordinate_abcissa real [0.10832, 0.88781]
@attribute 18st_coordinate_ordinate real [0.14815, 0.84028]
@attribute 19st_coordinate_abcissa real [0.13926, 0.88781]
@attribute 19st_coordinate_ordinate real [0.14583, 0.84028]
@attribute 20st_coordinate_abcissa real [0.16054, 0.88588]
@attribute 20st_coordinate_ordinate real [0.12963, 0.84028]
@attribute 21st_coordinate_abcissa real [0.147, 0.88008]
@attribute 21st_coordinate_ordinate real [0.13194, 0.84028]
@attribute 22st_coordinate_abcissa real [0.11219, 0.88008]
@attribute 22st_coordinate_ordinate real [0.15046, 0.84028]
@attribute 23st_coordinate_abcissa real [0.088975, 0.88008]
@attribute 23st_coordinate_ordinate real [0.14815, 0.83796]
@attribute 24st_coordinate_abcissa real [0.083172, 0.88008]
@attribute 24st_coordinate_ordinate real [0.14352, 0.87037]
@attribute 25st_coordinate_abcissa real [0.071567, 0.88588]
@attribute 25st_coordinate_ordinate real [0.13889, 0.95833]
@attribute 26st_coordinate_abcissa real [0.052224, 0.89362]
@attribute 26st_coordinate_ordinate real [0.13657, 0.9838]
@attribute 27st_coordinate_abcissa real [0.046422, 0.89555]
@attribute 27st_coordinate_ordinate real [0.13426, 0.85185]
@attribute 28st_coordinate_abcissa real [0.040619, 0.88975]
@attribute 28st_coordinate_ordinate real [0.13194, 0.86806]
@attribute 29st_coordinate_abcissa real [0.048356, 0.89749]
@attribute 29st_coordinate_ordinate real [0.12731, 0.87037]
@attribute 30st_coordinate_abcissa real [0.067698, 0.88975]
@attribute 30st_coordinate_ordinate real [0.11111, 0.86111]
@attribute 31st_coordinate_abcissa real [0.088975, 0.89749]
@attribute 31st_coordinate_ordinate real [0.10185, 0.85417]
@attribute 32st_coordinate_abcissa real [0.094778, 0.90522]
@attribute 32st_coordinate_ordinate real [0.041667, 0.83565]
@attribute 33st_coordinate_abcissa real [0.092843, 0.91876]
@attribute 33st_coordinate_ordinate real [0.0, 0.82407]
@attribute 34st_coordinate_abcissa real [0.10058, 0.90716]
@attribute 34st_coordinate_ordinate real [0.0, 0.82639]
@attribute 35st_coordinate_abcissa real [0.071567, 0.90716]
@attribute 35st_coordinate_ordinate real [0.030093, 0.83333]
@attribute 36st_coordinate_abcissa real [0.065764, 0.91683]
@attribute 36st_coordinate_ordinate real [0.085648, 0.83565]
@attribute 37st_coordinate_abcissa real [0.017408, 0.9207]
@attribute 37st_coordinate_ordinate real [0.11111, 0.87963]
@attribute 38st_coordinate_abcissa real [0.0, 0.92456]
@attribute 38st_coordinate_ordinate real [0.099537, 0.9838]
@attribute 39st_coordinate_abcissa real [0.0058027, 0.92843]
@attribute 39st_coordinate_ordinate real [0.094907, 0.96991]
@attribute 40st_coordinate_abcissa real [0.025145, 0.94391]
@attribute 40st_coordinate_ordinate real [0.085648, 0.84722]
@attribute 41st_coordinate_abcissa real [0.059961, 0.96132]
@attribute 41st_coordinate_ordinate real [0.076389, 0.83102]
@attribute 42st_coordinate_abcissa real [0.059961, 0.97099]
@attribute 42st_coordinate_ordinate real [0.050926, 0.81944]
@attribute 43st_coordinate_abcissa real [0.029014, 0.97872]
@attribute 43st_coordinate_ordinate real [0.030093, 0.82407]
@attribute 44st_coordinate_abcissa real [0.011605, 0.98839]
@attribute 44st_coordinate_ordinate real [0.0092593, 0.87269]
@attribute 45st_coordinate_abcissa real [0.0058027, 1.0]
@attribute 45st_coordinate_ordinate real [0.0069444, 0.88426]
@attribute Class {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}
@inputs 1st_coordinate_abcissa, 1st_coordinate_ordinate, 2st_coordinate_abcissa, 2st_coordinate_ordinate, 3st_coordinate_abcissa, 3st_coordinate_ordinate, 4st_coordinate_abcissa, 4st_coordinate_ordinate, 5st_coordinate_abcissa, 5st_coordinate_ordinate, 6st_coordinate_abcissa, 6st_coordinate_ordinate, 7st_coordinate_abcissa, 7st_coordinate_ordinate, 8st_coordinate_abcissa, 8st_coordinate_ordinate, 9st_coordinate_abcissa, 9st_coordinate_ordinate, 10st_coordinate_abcissa, 10st_coordinate_ordinate, 11st_coordinate_abcissa, 11st_coordinate_ordinate, 12st_coordinate_abcissa, 12st_coordinate_ordinate, 13st_coordinate_abcissa, 13st_coordinate_ordinate, 14st_coordinate_abcissa, 14st_coordinate_ordinate, 15st_coordinate_abcissa, 15st_coordinate_ordinate, 16st_coordinate_abcissa, 16st_coordinate_ordinate, 17st_coordinate_abcissa, 17st_coordinate_ordinate, 18st_coordinate_abcissa, 18st_coordinate_ordinate, 19st_coordinate_abcissa, 19st_coordinate_ordinate, 20st_coordinate_abcissa, 20st_coordinate_ordinate, 21st_coordinate_abcissa, 21st_coordinate_ordinate, 22st_coordinate_abcissa, 22st_coordinate_ordinate, 23st_coordinate_abcissa, 23st_coordinate_ordinate, 24st_coordinate_abcissa, 24st_coordinate_ordinate, 25st_coordinate_abcissa, 25st_coordinate_ordinate, 26st_coordinate_abcissa, 26st_coordinate_ordinate, 27st_coordinate_abcissa, 27st_coordinate_ordinate, 28st_coordinate_abcissa, 28st_coordinate_ordinate, 29st_coordinate_abcissa, 29st_coordinate_ordinate, 30st_coordinate_abcissa, 30st_coordinate_ordinate, 31st_coordinate_abcissa, 31st_coordinate_ordinate, 32st_coordinate_abcissa, 32st_coordinate_ordinate, 33st_coordinate_abcissa, 33st_coordinate_ordinate, 34st_coordinate_abcissa, 34st_coordinate_ordinate, 35st_coordinate_abcissa, 35st_coordinate_ordinate, 36st_coordinate_abcissa, 36st_coordinate_ordinate, 37st_coordinate_abcissa, 37st_coordinate_ordinate, 38st_coordinate_abcissa, 38st_coordinate_ordinate, 39st_coordinate_abcissa, 39st_coordinate_ordinate, 40st_coordinate_abcissa, 40st_coordinate_ordinate, 41st_coordinate_abcissa, 41st_coordinate_ordinate, 42st_coordinate_abcissa, 42st_coordinate_ordinate, 43st_coordinate_abcissa, 43st_coordinate_ordinate, 44st_coordinate_abcissa, 44st_coordinate_ordinate, 45st_coordinate_abcissa, 45st_coordinate_ordinate
@outputs Class
@data
0.60155, 0.75463, 0.60155, 0.75463, 0.59961, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59768, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59961, 0.75694, 0.60155, 0.75694, 0.60155, 0.75694, 0.60155, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.59961, 0.75926, 0.59961, 0.75694, 0.60155, 0.75694, 0.59961, 0.75694, 0.60542, 0.75694, 0.60155, 0.75463, 0.60155, 0.75463, 0.60348, 0.75463, 0.59961, 0.75463, 0.60348, 0.75463, 0.60348, 0.75463, 0.60155, 0.75463, 0.60155, 0.75463, 0.60155, 0.75463, 0.59961, 0.75463, 0.60155, 0.75463, 0.60348, 0.75463, 0.60348, 0.75463, 0.60155, 0.75463, 0.60348, 0.75463, 0.60542, 0.75231, 0.60348, 0.75463, 0.60348, 0.75463, 0.60542, 0.75463, 0.60735, 0.75463, 3
0.51257, 0.71296, 0.51064, 0.71296, 0.49903, 0.71065, 0.4971, 0.69213, 0.48743, 0.64815, 0.46035, 0.57407, 0.44487, 0.45833, 0.42553, 0.33796, 0.39845, 0.24537, 0.38491, 0.19444, 0.36364, 0.15046, 0.36557, 0.14352, 0.36944, 0.16204, 0.37524, 0.19444, 0.38685, 0.25926, 0.40426, 0.35417, 0.41779, 0.4537, 0.42166, 0.53472, 0.44101, 0.59722, 0.47002, 0.67361, 0.48162, 0.72222, 0.50677, 0.7338, 0.50677, 0.73611, 0.50097, 0.72917, 0.49516, 0.71991, 0.47776, 0.71991, 0.45841, 0.69213, 0.43327, 0.63889, 0.40619, 0.57639, 0.37718, 0.5162, 0.3501, 0.44444, 0.31915, 0.375, 0.29207, 0.31944, 0.27466, 0.28009, 0.26499, 0.24769, 0.25532, 0.22222, 0.24758, 0.20602, 0.25532, 0.2037, 0.26112, 0.22685, 0.28046, 0.27778, 0.30368, 0.32407, 0.34429, 0.38889, 0.37911, 0.45833, 0.40426, 0.53241, 0.42166, 0.58796, 3
0.48356, 0.75926, 0.48356, 0.75694, 0.48743, 0.75463, 0.48549, 0.75694, 0.48549, 0.75463, 0.48743, 0.74769, 0.48936, 0.73611, 0.48743, 0.70139, 0.47969, 0.64583, 0.4352, 0.59259, 0.41973, 0.55556, 0.40812, 0.50463, 0.40039, 0.45602, 0.40232, 0.41204, 0.40426, 0.36806, 0.40232, 0.33565, 0.40619, 0.32639, 0.40619, 0.3287, 0.40619, 0.34491, 0.40039, 0.375, 0.40039, 0.41435, 0.40619, 0.46759, 0.40619, 0.51852, 0.39845, 0.54167, 0.43133, 0.5787, 0.44294, 0.62963, 0.44487, 0.67824, 0.44681, 0.71991, 0.43714, 0.74769, 0.43907, 0.7662, 0.44294, 0.75926, 0.45261, 0.74306, 0.45455, 0.72454, 0.44487, 0.6875, 0.43327, 0.61574, 0.41586, 0.54398, 0.40039, 0.50694, 0.37911, 0.46065, 0.35977, 0.41898, 0.3617, 0.38194, 0.3675, 0.36111, 0.36944, 0.35185, 0.3675, 0.36111, 0.36364, 0.37731, 0.35977, 0.40278, 3
0.51257, 0.74537, 0.51644, 0.74306, 0.51451, 0.74306, 0.51257, 0.74074, 0.51064, 0.72685, 0.50484, 0.68287, 0.48162, 0.625, 0.45455, 0.57639, 0.43714, 0.51389, 0.42553, 0.45602, 0.42553, 0.40509, 0.4352, 0.36111, 0.44874, 0.33565, 0.45455, 0.3287, 0.45068, 0.33102, 0.44487, 0.33796, 0.44101, 0.35648, 0.43714, 0.38657, 0.43133, 0.4213, 0.41393, 0.46759, 0.41006, 0.50463, 0.43907, 0.53472, 0.46035, 0.59259, 0.46422, 0.65278, 0.46615, 0.7037, 0.46809, 0.73611, 0.46615, 0.74537, 0.46615, 0.73843, 0.46809, 0.7338, 0.47002, 0.73148, 0.47582, 0.71065, 0.47389, 0.66898, 0.48162, 0.61111, 0.45261, 0.56713, 0.43327, 0.5162, 0.42747, 0.46296, 0.43327, 0.43287, 0.4294, 0.40509, 0.4236, 0.38194, 0.41393, 0.36343, 0.41393, 0.36343, 0.41199, 0.37963, 0.41199, 0.41204, 0.40619, 0.45833, 0.40812, 0.48843, 3
0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32407, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.3287, 0.64217, 0.3287, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.32639, 0.64217, 0.3287, 0.64217, 0.33102, 0.64217, 0.3287, 0.64217, 0.32407, 0.64023, 0.32176, 0.6383, 0.31713, 0.6383, 0.31019, 0.63443, 0.30324, 0.63056, 0.29167, 0.62282, 0.28009, 0.61509, 0.26852, 0.60542, 0.25926, 0.59381, 0.25, 0.58414, 0.24306, 0.56867, 0.23843, 0.55706, 0.23148, 0.54159, 0.23148, 0.52805, 0.23611, 0.51257, 0.24074, 0.4971, 0.25, 0.47969, 0.26157, 0.46422, 0.27546, 0.44874, 0.29167, 0.43133, 0.31019, 0.41586, 0.3287, 4
0.73694, 0.30324, 0.73501, 0.30324, 0.73501, 0.30093, 0.73694, 0.30093, 0.73501, 0.30556, 0.73501, 0.30093, 0.73501, 0.30093, 0.73308, 0.30093, 0.73501, 0.30093, 0.73308, 0.30093, 0.72921, 0.29861, 0.72147, 0.29398, 0.70793, 0.28704, 0.69439, 0.27315, 0.67505, 0.2662, 0.65377, 0.25463, 0.6325, 0.24537, 0.60735, 0.24074, 0.58027, 0.23611, 0.55319, 0.23611, 0.52805, 0.23843, 0.5029, 0.24769, 0.47776, 0.25926, 0.45841, 0.27546, 0.44487, 0.29167, 0.43327, 0.3125, 0.42553, 0.33333, 0.41973, 0.35417, 0.41779, 0.37963, 0.41779, 0.40972, 0.41973, 0.43981, 0.42553, 0.46991, 0.43133, 0.49769, 0.43907, 0.52778, 0.45068, 0.55324, 0.46228, 0.57639, 0.47389, 0.59954, 0.48743, 0.62037, 0.4971, 0.6412, 0.50677, 0.65972, 0.52224, 0.67593, 0.53772, 0.6875, 0.55899, 0.69213, 0.5764, 0.69676, 0.60155, 0.69907, 4
0.70213, 0.18981, 0.70406, 0.1875, 0.70213, 0.1875, 0.70213, 0.18981, 0.70019, 0.18981, 0.69632, 0.1875, 0.68859, 0.18056, 0.67311, 0.1713, 0.65571, 0.16435, 0.6383, 0.16204, 0.62089, 0.15741, 0.60348, 0.15509, 0.58607, 0.15509, 0.5706, 0.15741, 0.55319, 0.16204, 0.53772, 0.17361, 0.52418, 0.18287, 0.5087, 0.19676, 0.49516, 0.20833, 0.48162, 0.21759, 0.46228, 0.22685, 0.44487, 0.24074, 0.42747, 0.25463, 0.41393, 0.27315, 0.39845, 0.29167, 0.38878, 0.31019, 0.38104, 0.3287, 0.37524, 0.34722, 0.37331, 0.36574, 0.37911, 0.38426, 0.38685, 0.40741, 0.39458, 0.43519, 0.40232, 0.46065, 0.41199, 0.48843, 0.4236, 0.51389, 0.43907, 0.53935, 0.45261, 0.56481, 0.46615, 0.58102, 0.47776, 0.59954, 0.48549, 0.61111, 0.49323, 0.62731, 0.49903, 0.6412, 0.51257, 0.65509, 0.52031, 0.66435, 0.53578, 0.67593, 4
0.56673, 0.14815, 0.5648, 0.14815, 0.56286, 0.14815, 0.55899, 0.14583, 0.55319, 0.14583, 0.54932, 0.14352, 0.54545, 0.14352, 0.54159, 0.1412, 0.53385, 0.1412, 0.52805, 0.13657, 0.51838, 0.13657, 0.5087, 0.13426, 0.49903, 0.13426, 0.48356, 0.13426, 0.47195, 0.13426, 0.45648, 0.13657, 0.43907, 0.1412, 0.42166, 0.14815, 0.40232, 0.15278, 0.38298, 0.15741, 0.3617, 0.16435, 0.34043, 0.16898, 0.31721, 0.18056, 0.29787, 0.1875, 0.2766, 0.20139, 0.25532, 0.21296, 0.23598, 0.22454, 0.21857, 0.23611, 0.20116, 0.25, 0.18762, 0.26157, 0.17988, 0.2662, 0.16828, 0.28009, 0.16828, 0.27315, 0.17215, 0.28472, 0.14894, 0.29398, 0.147, 0.30787, 0.14313, 0.32639, 0.14313, 0.34028, 0.14313, 0.36111, 0.15667, 0.36806, 0.16248, 0.38889, 0.16634, 0.41204, 0.17602, 0.43519, 0.18182, 0.46296, 0.19342, 0.49074, 4
0.61896, 0.21759, 0.61896, 0.21759, 0.61509, 0.21528, 0.61509, 0.21296, 0.60928, 0.21296, 0.60155, 0.21065, 0.58801, 0.20833, 0.5706, 0.2037, 0.54739, 0.19907, 0.52418, 0.19907, 0.49323, 0.19676, 0.46035, 0.19444, 0.4294, 0.19444, 0.39265, 0.20833, 0.3559, 0.22454, 0.32108, 0.25, 0.2882, 0.27778, 0.26692, 0.30787, 0.25532, 0.33333, 0.25338, 0.3588, 0.25919, 0.38426, 0.26886, 0.40972, 0.2766, 0.43287, 0.28433, 0.4537, 0.294, 0.44907, 0.30561, 0.47454, 0.31915, 0.50463, 0.33462, 0.54167, 0.35203, 0.57407, 0.37524, 0.60648, 0.40619, 0.62731, 0.4352, 0.65278, 0.46228, 0.67593, 0.48743, 0.69444, 0.50677, 0.70602, 0.54932, 0.72222, 0.59188, 0.73611, 0.63056, 0.74769, 0.66538, 0.75694, 0.69826, 0.76389, 0.71954, 0.77315, 0.73308, 0.77778, 0.74275, 0.77778, 0.74468, 0.77778, 0.73888, 0.77778, 4
0.5648, 0.38194, 0.5648, 0.37963, 0.56673, 0.37731, 0.56673, 0.37963, 0.56673, 0.37731, 0.56673, 0.37731, 0.56673, 0.37963, 0.56673, 0.37963, 0.5648, 0.37731, 0.5648, 0.37731, 0.5648, 0.37963, 0.5648, 0.38426, 0.56286, 0.38194, 0.55899, 0.39352, 0.55706, 0.39583, 0.55899, 0.38194, 0.5648, 0.36574, 0.57834, 0.34259, 0.59768, 0.31019, 0.62476, 0.28704, 0.65184, 0.26852, 0.68472, 0.25463, 0.7176, 0.25926, 0.75242, 0.27778, 0.7853, 0.30556, 0.81431, 0.34954, 0.83752, 0.39815, 0.853, 0.45139, 0.86267, 0.49306, 0.86654, 0.5162, 0.88201, 0.54861, 0.90522, 0.58565, 0.91876, 0.62731, 0.90716, 0.67824, 0.88781, 0.72454, 0.86074, 0.77315, 0.82592, 0.80787, 0.7853, 0.82407, 0.73694, 0.82407, 0.68859, 0.81019, 0.64603, 0.77778, 0.61122, 0.73611, 0.58607, 0.68981, 0.5764, 0.63426, 0.58027, 0.6088, 5
0.55126, 0.23148, 0.54932, 0.2338, 0.54932, 0.23148, 0.55126, 0.23148, 0.55126, 0.23148, 0.55126, 0.23148, 0.55319, 0.22917, 0.55513, 0.22917, 0.55513, 0.22917, 0.55513, 0.22685, 0.56093, 0.22454, 0.56673, 0.21991, 0.57253, 0.21759, 0.58027, 0.21759, 0.59574, 0.21528, 0.61896, 0.21528, 0.6499, 0.21991, 0.68472, 0.22685, 0.72147, 0.24306, 0.75822, 0.26389, 0.7911, 0.29167, 0.82012, 0.32639, 0.84139, 0.36343, 0.85687, 0.40509, 0.8646, 0.4537, 0.87041, 0.50231, 0.87234, 0.54861, 0.87041, 0.60185, 0.86847, 0.55787, 0.8646, 0.57639, 0.8588, 0.60648, 0.84333, 0.63426, 0.81044, 0.65741, 0.76789, 0.68056, 0.72921, 0.69907, 0.69052, 0.71296, 0.64603, 0.72222, 0.60348, 0.72685, 0.56286, 0.72222, 0.52998, 0.71296, 0.5029, 0.70139, 0.48162, 0.68519, 0.46615, 0.6713, 0.45261, 0.66667, 0.44681, 0.65972, 5
0.41006, 0.27778, 0.41006, 0.27546, 0.41006, 0.27546, 0.41006, 0.27546, 0.41006, 0.27546, 0.41199, 0.27546, 0.41586, 0.27083, 0.42166, 0.26852, 0.43327, 0.26389, 0.44874, 0.25463, 0.46422, 0.24769, 0.48356, 0.24537, 0.5029, 0.24306, 0.52611, 0.24306, 0.55513, 0.24537, 0.58607, 0.25463, 0.61702, 0.2662, 0.6441, 0.28241, 0.66925, 0.30787, 0.68859, 0.34028, 0.70793, 0.37269, 0.72534, 0.40741, 0.73694, 0.44676, 0.74468, 0.48843, 0.74662, 0.52778, 0.74468, 0.5625, 0.73694, 0.59028, 0.72534, 0.6088, 0.70986, 0.62963, 0.69439, 0.6412, 0.68085, 0.65972, 0.66538, 0.6713, 0.6499, 0.68519, 0.63056, 0.69907, 0.60735, 0.70602, 0.58607, 0.71528, 0.56673, 0.71991, 0.54932, 0.72454, 0.52998, 0.72454, 0.51257, 0.72454, 0.49323, 0.71991, 0.47582, 0.71991, 0.46035, 0.71528, 0.44487, 0.71296, 0.42747, 0.71065, 5
0.39845, 0.21759, 0.39845, 0.22222, 0.39652, 0.21759, 0.39652, 0.21759, 0.39652, 0.22454, 0.39652, 0.22454, 0.39652, 0.22454, 0.39458, 0.21991, 0.39652, 0.21759, 0.39458, 0.21991, 0.40426, 0.21759, 0.41199, 0.20602, 0.43133, 0.19907, 0.45841, 0.19213, 0.48936, 0.1875, 0.52224, 0.19213, 0.55319, 0.2037, 0.58027, 0.21528, 0.60348, 0.23148, 0.62476, 0.25, 0.64797, 0.26852, 0.67118, 0.28935, 0.69246, 0.31481, 0.7118, 0.33796, 0.72534, 0.35417, 0.73501, 0.37731, 0.74081, 0.40046, 0.74275, 0.42824, 0.74081, 0.46296, 0.73888, 0.49306, 0.73114, 0.52083, 0.71954, 0.54398, 0.70406, 0.56713, 0.68472, 0.58565, 0.66731, 0.61111, 0.64603, 0.63194, 0.62282, 0.64583, 0.59961, 0.65972, 0.57447, 0.6713, 0.54932, 0.68056, 0.52418, 0.68519, 0.50097, 0.68519, 0.48162, 0.6875, 0.46422, 0.68519, 0.45068, 0.68519, 5
0.42553, 0.38657, 0.42553, 0.38657, 0.42553, 0.38657, 0.42553, 0.38657, 0.4236, 0.38889, 0.42553, 0.38889, 0.43133, 0.38889, 0.44101, 0.3912, 0.45648, 0.39583, 0.47389, 0.40509, 0.49323, 0.41667, 0.5087, 0.42824, 0.52611, 0.44907, 0.53772, 0.47222, 0.54352, 0.49537, 0.54739, 0.51389, 0.54932, 0.53241, 0.54545, 0.55093, 0.54159, 0.56481, 0.53578, 0.57639, 0.52998, 0.59259, 0.52805, 0.60648, 0.52224, 0.62269, 0.52031, 0.63426, 0.53965, 0.64352, 0.53772, 0.66435, 0.53385, 0.68056, 0.53191, 0.69676, 0.52805, 0.70833, 0.51451, 0.71759, 0.4971, 0.72222, 0.47582, 0.72454, 0.46035, 0.72454, 0.44101, 0.71991, 0.42553, 0.70833, 0.40426, 0.68981, 0.38298, 0.6713, 0.35783, 0.65046, 0.33656, 0.63194, 0.31335, 0.61111, 0.29594, 0.59028, 0.28046, 0.57407, 0.26692, 0.5625, 0.25338, 0.55324, 0.24371, 0.5463, 5
0.66151, 0.26852, 0.66344, 0.26852, 0.66344, 0.27083, 0.66151, 0.27083, 0.66151, 0.26852, 0.65957, 0.26852, 0.65184, 0.25926, 0.62863, 0.23843, 0.59381, 0.21759, 0.55126, 0.2037, 0.49903, 0.2037, 0.44681, 0.22454, 0.40232, 0.25231, 0.3675, 0.28241, 0.34623, 0.32176, 0.32882, 0.36574, 0.32495, 0.41204, 0.33462, 0.46759, 0.3559, 0.52083, 0.37911, 0.56944, 0.40426, 0.6088, 0.4352, 0.64352, 0.46615, 0.67361, 0.5029, 0.69213, 0.54739, 0.7037, 0.58994, 0.71296, 0.63056, 0.70833, 0.66538, 0.6875, 0.69439, 0.66204, 0.72147, 0.63889, 0.74275, 0.6088, 0.75242, 0.58102, 0.75629, 0.53935, 0.75435, 0.49769, 0.74468, 0.4537, 0.73694, 0.41204, 0.72534, 0.37269, 0.7118, 0.33565, 0.69439, 0.30556, 0.66731, 0.28241, 0.63636, 0.27083, 0.60542, 0.2662, 0.58221, 0.2662, 0.57447, 0.26852, 0.57253, 0.27083, 6
0.706, 0.25694, 0.70406, 0.25463, 0.70213, 0.25694, 0.70213, 0.25694, 0.70019, 0.25, 0.69246, 0.23611, 0.67892, 0.21528, 0.65571, 0.1875, 0.62863, 0.1713, 0.60348, 0.15972, 0.57447, 0.14815, 0.54352, 0.14583, 0.5087, 0.15278, 0.46422, 0.15509, 0.42166, 0.16898, 0.38685, 0.19213, 0.3617, 0.22685, 0.34043, 0.26389, 0.32302, 0.31019, 0.30754, 0.35648, 0.30174, 0.40046, 0.30561, 0.44444, 0.32302, 0.49074, 0.34816, 0.52546, 0.37524, 0.56019, 0.39652, 0.59259, 0.41393, 0.61806, 0.4294, 0.64352, 0.44874, 0.66204, 0.47776, 0.67593, 0.51838, 0.67824, 0.56867, 0.67593, 0.61315, 0.67361, 0.6499, 0.66204, 0.68472, 0.64352, 0.70986, 0.61806, 0.73308, 0.59028, 0.74855, 0.57176, 0.76402, 0.54167, 0.77563, 0.51157, 0.78143, 0.48611, 0.78723, 0.45833, 0.78917, 0.42824, 0.7911, 0.40741, 0.7911, 0.38194, 6
0.706, 0.3125, 0.70406, 0.31481, 0.70406, 0.31481, 0.706, 0.3125, 0.70793, 0.31019, 0.70793, 0.30324, 0.70213, 0.28241, 0.69439, 0.25926, 0.67892, 0.23148, 0.65184, 0.21296, 0.61315, 0.20139, 0.57253, 0.19444, 0.52998, 0.19213, 0.48936, 0.2037, 0.45261, 0.21759, 0.42166, 0.23843, 0.40232, 0.27778, 0.38298, 0.32639, 0.37137, 0.37037, 0.36944, 0.41435, 0.37331, 0.46528, 0.37524, 0.5162, 0.38685, 0.5625, 0.40426, 0.60185, 0.4352, 0.63426, 0.47389, 0.66435, 0.51257, 0.68981, 0.55126, 0.7037, 0.58221, 0.69213, 0.63056, 0.68519, 0.68085, 0.66667, 0.72921, 0.64815, 0.76209, 0.62269, 0.7795, 0.59028, 0.79497, 0.55324, 0.80464, 0.50926, 0.80851, 0.47454, 0.81431, 0.4375, 0.82012, 0.40509, 0.81818, 0.375, 0.81625, 0.34491, 0.80658, 0.31713, 0.79304, 0.29167, 0.77176, 0.27546, 0.74855, 0.2662, 6
0.55899, 0.25694, 0.55899, 0.25694, 0.55706, 0.25694, 0.55513, 0.25463, 0.55126, 0.25231, 0.53965, 0.24306, 0.51451, 0.22917, 0.46422, 0.21759, 0.40619, 0.21296, 0.3501, 0.21759, 0.294, 0.24074, 0.23791, 0.27315, 0.17795, 0.32176, 0.14894, 0.31713, 0.1412, 0.35417, 0.1354, 0.39352, 0.13926, 0.44907, 0.15667, 0.50231, 0.17988, 0.55324, 0.20309, 0.59722, 0.2147, 0.63194, 0.24952, 0.68287, 0.29787, 0.72917, 0.35783, 0.76852, 0.43133, 0.7963, 0.51064, 0.82176, 0.58027, 0.83333, 0.64023, 0.8287, 0.70019, 0.81019, 0.75629, 0.78472, 0.80271, 0.75231, 0.84333, 0.71065, 0.87427, 0.66204, 0.89168, 0.6088, 0.87621, 0.5463, 0.87041, 0.47917, 0.86074, 0.43519, 0.84913, 0.39815, 0.82592, 0.34491, 0.78723, 0.28241, 0.73888, 0.23611, 0.67505, 0.18981, 0.60348, 0.16898, 0.52805, 0.16667, 0.46228, 0.17361, 6
